round,time,inoc,nutrient,replicate,high_N,high_P,material,shoot_mass_g,root_mass_g,leaf_area_mm2,leaf_perim_mm,leaves,mass_saved_g,aphid_mass_g,trans_N,trans_P,trans_NP,trans_L,exp_notes,ext_group,ext_date,extractors,mass_ext_mg,ext_group_notes,ext_sample_notes,RT_date,PCR_date,gel_date,molc_notes,RTPCR_PAV,RTPCR_RPV
1,4,coinfection,N,1,1,0,shoot,0.1879,0.0112,1183.528,878.959,2,0.1879,0,NA,NA,NA,NA,NA,10,10/21/14,AK,49,extra incubation times (see notebook),NA,NA,NA,NA,NA,NA,NA
1,4,coinfection,N,2,1,0,shoot,0.1954,0.0165,1107.498,774.92,2,0.1954,0,NA,NA,NA,NA,NA,16,10/30/14,"AK,TP",51.1,"frozen after chlorophyll transfer, no 5 min air dry before adding water",NA,NA,NA,NA,NA,NA,NA
1,4,coinfection,N+P,1,1,1,shoot,0.0747,0.0047,556.33,597.806,2,0.0747,0,NA,NA,NA,NA,NA,13,10/24/14,AK,45.7,frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
1,4,coinfection,N+P,2,1,1,shoot,0.2163,0.0172,1225.169,885.733,2,0.2163,0,NA,NA,NA,NA,NA,12,10/23/14,"TP, AK",48.5,extra incubation before heating,NA,NA,NA,NA,NA,NA,NA
1,4,coinfection,P,1,0,1,shoot,0.162,0.0177,1013.252,734.376,3,0.162,0,NA,NA,NA,NA,NA,15,10/29/14,"AK,TP",49,4 min incubation after Trizol transfer,NA,NA,NA,NA,NA,NA,NA
1,4,coinfection,P,2,0,1,shoot,0.2148,0.0143,1269.182,875.09,2,0.2148,0,NA,NA,NA,NA,NA,12,10/23/14,"TP, AK",50.4,extra incubation before heating,NA,NA,NA,NA,NA,NA,NA
1,4,healthy,low,1,0,0,shoot,0.3481,0.0247,1526.75,1190.402,3,0.3481,0,NA,NA,NA,NA,NA,2,9/25/14,"AK, EB, TP",51.3,15 min isopropanol incubation,NA,3/4/16,3/5/16,3/5/16,NA,0,0
1,4,healthy,low,2,0,0,shoot,0.0823,0.007,570.126,627.173,2,0.0823,0,NA,NA,NA,NA,NA,4,10/15/14,AK,46.5,2.0 ml tubes for final set,used all tissue,3/24/15,4/21/15,4/21/15,NA,0,0
1,4,healthy,N,1,1,0,shoot,0.2697,0.0075,1453.598,1103.733,3,0.2697,0,NA,NA,NA,NA,NA,1,9/22/14-9/24/14,"AK, EB, TP",49,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",used white label screw cap tube,3/4/16,3/5/16,3/5/16,NA,0,0
1,4,healthy,N,2,1,0,shoot,0.2825,0.0197,1461.941,1104.098,3,0.2825,0,NA,NA,NA,NA,NA,3,10/1/14,"AK,EB,TP",50.1,Frozen after chloroform transfer,NA,3/4/16,3/5/16,3/5/16,NA,0,0
1,4,healthy,N+P,1,1,1,shoot,0.1374,0.0094,829.554,722.744,3,0.1374,0,NA,NA,NA,NA,NA,8,10/19/14,AK,48.4,NA,NA,3/24/15,4/21/15,4/21/15,NA,1,1
1,4,healthy,N+P,2,1,1,shoot,0.0354,0.0095,115.23,223.946,1,0.0354,0,NA,NA,NA,NA,NA,13,10/24/14,AK,30.6,frozen after chloroform transfer,used all tissue,3/3/15,3/5/15,3/10/15,NA,0.5,0
1,4,healthy,P,1,0,1,shoot,0.3216,0.0213,1594.502,1180.74,3,0.3216,0,NA,NA,NA,NA,NA,20,11/10/14,"AK, EB, TP",47.7,"frozen after chloroform transfer, frozen after ethanol addition",NA,2/19/15,3/9/15,3/10/15,NA,0,0
1,4,healthy,P,2,0,1,shoot,0.2345,0.0163,1381.386,961.038,2,0.2345,0,NA,NA,NA,NA,leaf broken when IAP stopped,11,10/22/14,"AK, EB",48.4,NA,NA,3/3/15,3/5/15,3/10/15,NA,0,0
1,4,PAV,low,1,0,0,shoot,0.2673,0.016,1320.048,1083.909,2,0.2673,0,NA,NA,NA,NA,NA,9,10/20/14,AK,52.1,NA,NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,4,PAV,low,2,0,0,shoot,0.1659,0.0128,1033.327,762.188,2,0.1659,0,NA,NA,NA,NA,NA,6,10/17/14,AK,52.8,NA,NA,6/25/15,6/26/15,7/2/15,NA,1,0
1,4,PAV,N,1,1,0,shoot,0.3526,0.019,1686.697,1304.748,3,0.3526,0,NA,NA,NA,NA,NA,2,9/25/14,"AK, EB, TP",51.2,15 min isopropanol incubation,NA,NA,NA,NA,NA,NA,NA
1,4,PAV,N,2,1,0,shoot,0.2391,0.0143,1477.746,949.236,2,0.2391,0,NA,NA,NA,NA,NA,13,10/24/14,AK,47.7,frozen after chloroform transfer,NA,6/25/15,6/26/15,7/2/15,NA,1,0
1,4,PAV,N+P,1,1,1,shoot,0.2577,0.0025,1476.05,849.332,2,0.2577,0,NA,NA,NA,NA,NA,3,10/1/14,"AK,EB,TP",48.6,Frozen after chloroform transfer,NA,8/19/15,8/21/15,8/21/15,NA,0,0
1,4,PAV,N+P,2,1,1,shoot,0.0248,0.0194,104.02,117.467,0,0.0248,0,NA,NA,NA,NA,leaf broken when IAP stopped,14,10/28/14,"AK, EB",19.4,frozen after chlororophyll transfer,used all tissue,7/8/15,7/9/15,7/13/15,NA,0,0
1,4,PAV,P,1,0,1,shoot,0.31,0.0225,1534.957,1106.268,3,0.31,0,NA,NA,NA,NA,NA,10,10/21/14,AK,48.8,extra incubation times (see notebook),NA,6/25/15,6/26/15,7/2/15,NA,1,0
1,4,PAV,P,2,0,1,shoot,0.2613,0.0135,1316.942,1046.234,3,0.2613,0,NA,NA,NA,NA,NA,15,10/29/14,"AK,TP",46.4,4 min incubation after Trizol transfer,NA,6/25/15,6/26/15,7/2/15,NA,1,0
1,4,RPV,low,1,0,0,shoot,0.2302,0.0218,1104.163,962.006,3,0.2302,0,NA,NA,NA,NA,NA,18,11/5/14,"AK, EB",53.5,NA,NA,2/1/16,2/1/16,2/1/16,NA,1,1
1,4,RPV,low,2,0,0,shoot,0.0798,0.0088,570.738,566.406,2,0.0798,0,NA,NA,NA,NA,NA,15,10/29/14,"AK,TP",46.1,4 min incubation after Trizol transfer,NA,NA,NA,NA,NA,NA,NA
1,4,RPV,N,1,1,0,shoot,0.2769,0.0253,1516.308,1165.381,2,0.2769,0,NA,NA,NA,NA,NA,4,10/15/14,AK,52.2,2.0 ml tubes for final set,NA,NA,NA,NA,NA,NA,NA
1,4,RPV,N,2,1,0,shoot,0.1802,0.0206,815.334,680.823,2,0.1802,0,NA,NA,NA,NA,leaf broken when IAP stopped,8,10/19/14,AK,48.6,NA,NA,2/1/16,2/1/16,2/1/16,NA,1,0
1,4,RPV,N+P,1,1,1,shoot,0.31,0.0279,1703.328,1334.679,3,0.31,0,NA,NA,NA,NA,NA,12,10/23/14,"TP, AK",50.2,extra incubation before heating,NA,NA,NA,NA,NA,NA,NA
1,4,RPV,N+P,2,1,1,shoot,0.2215,0.0162,1143.57,945.292,3,0.2215,0,NA,NA,NA,NA,NA,13,10/24/14,AK,48.6,frozen after chloroform transfer,NA,4/22/16,4/30/16,4/30/16,NA,0,1
1,4,RPV,P,1,0,1,shoot,0.2226,0.025,1157.499,964.859,3,0.2226,0,NA,NA,NA,NA,NA,13,10/24/14,AK,47.7,frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
1,4,RPV,P,2,0,1,shoot,0.1823,0.0137,1039.827,775.66,2,0.1823,0,NA,NA,NA,NA,NA,10,10/21/14,AK,47.6,extra incubation times (see notebook),NA,NA,NA,NA,NA,NA,NA
1,5,coinfection,low,1,0,0,shoot,0.2519,0.0135,1257.161,1122.014,3,0.2014,0.0505,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",5,10/16/14,"AK, TP, KR",38.9,2.0 ml tubes for final set,used all tissue,NA,NA,NA,NA,NA,NA
1,5,coinfection,low,2,0,0,shoot,0.2142,0.0176,1082.657,849.67,2,0.171,0.0432,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",6,10/17/14,AK,48.5,NA,NA,NA,NA,NA,NA,NA,NA
1,5,coinfection,N,1,1,0,shoot,0.3568,0.0292,1794.872,1225.153,3,0.2599,0.0969,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples, less than 5 aphids for transmission to NP",14,10/28/14,"AK, EB",51,frozen after chlororophyll transfer,NA,NA,NA,NA,NA,NA,NA
1,5,coinfection,N,2,1,0,shoot,0.3287,0.0252,1626.58,1124.566,3,0.2576,0.0711,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",13,10/24/14,AK,52,frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
1,5,coinfection,N+P,1,1,1,shoot,0.1527,0.0153,937.393,704.921,2,0.122,0.0307,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, leaf broken when IAP stopped, all Co's and N PAV's roots weighed on a different scale than rest of samples, 3 aphids for transmission to P",20,11/10/14,"AK, EB, TP",17.6,"frozen after chloroform transfer, frozen after ethanol addition","used all tissue, may have lost pellet",NA,NA,NA,NA,NA,NA
1,5,coinfection,N+P,2,1,1,shoot,0.0775,0.0135,404.834,537.994,1,0.0617,0.0158,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, leaf broken when IAP stopped, all Co's and N PAV's roots weighed on a different scale than rest of samples",11,10/22/14,"AK, EB",10.8,NA,used all tissue,NA,NA,NA,NA,NA,NA
1,5,coinfection,P,1,0,1,shoot,0.1601,0.0129,859.282,841.999,2,0.1175,0.0426,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",10,10/21/14,AK,17.2,extra incubation times (see notebook),used all tissue,NA,NA,NA,NA,NA,NA
1,5,coinfection,P,2,0,1,shoot,0.1343,0.0112,830.27,826.965,2,0.10189,0.03241,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",11,10/22/14,"AK, EB",15.1,NA,used all tissue,NA,NA,NA,NA,NA,NA
1,5,healthy,low,1,0,0,shoot,0.1023,0.0018,751.9,712.225,2,0.1023,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,20,11/10/14,"AK, EB, TP",52.8,"frozen after chloroform transfer, frozen after ethanol addition",NA,2/19/15,3/9/15,3/10/15,NA,0,0
1,5,healthy,low,2,0,0,shoot,0.3639,0.0157,1320.493,1102.612,3,0.3639,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,12,10/23/14,"TP, AK",51.2,extra incubation before heating,NA,3/24/15,4/21/15,4/21/15,"Originally done with PCR on 3/5/15, but lost in PCR plate. Re-done with 4/21/15 PCR",0,0
1,5,healthy,N,1,1,0,shoot,0.45,0.0146,2286.803,1537.604,3,0.45,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,5,10/16/14,"AK, TP, KR",49.9,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,1,0
1,5,healthy,N,2,1,0,shoot,0.4863,0.0207,2452,1744.97,3,0.4863,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,5,10/16/14,"AK, TP, KR",51,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,1,0
1,5,healthy,N+P,1,1,1,shoot,0.3472,0.0233,1788.177,1162.503,3,0.3472,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,1,9/22/14-9/24/14,"AK, EB, TP",50,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",used white label screw cap tube,3/4/16,3/5/16,3/5/16,NA,0,0
1,5,healthy,N+P,2,1,1,shoot,0.1109,0.0051,187.156,283.759,2,0.1109,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,2,9/25/14,"AK, EB, TP",51.4,15 min isopropanol incubation,NA,3/4/16,3/5/16,3/5/16,NA,0,0
1,5,healthy,P,1,0,1,shoot,0.1593,0.0139,1785.796,1505.993,2,0.1593,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,3,10/1/14,"AK,EB,TP",48.2,Frozen after chloroform transfer,NA,2/12/16,2/12/16,2/12/16,NA,0,0
1,5,healthy,P,2,0,1,shoot,0.229,0.0234,640.993,692.058,2,0.229,0,NA,NA,NA,NA,all Co's and N PAV's roots weighed on a different scale than rest of samples,5,10/16/14,"AK, TP, KR",50.8,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,0.5,0
1,5,PAV,low,1,0,0,shoot,0.162,0.0091,927.932,863.887,3,0.13032,0.03168,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",1,9/22/14-9/24/14,"AK, EB, TP",25.5,"Air dry 7 min, sit 5 min, frozen after chloroform transfer","used all tissue, used white label screw cap tube",NA,NA,NA,NA,NA,NA
1,5,PAV,low,2,0,0,shoot,0.2094,0.0137,1332.433,958.18,3,0.1638,0.0456,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",22,1/11/15,AK,44.1,samples went in fridge after grinding for ~15 min,"Ext 21, UAT",7/23/15,7/24/15,7/30/15,NA,1,0
1,5,PAV,N,1,1,0,shoot,0.2404,0.0169,1685.634,1284.989,2,0.1924,0.048,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples, L leaf broken when trans IAP stopped",22,1/11/15,AK,48.1,samples went in fridge after grinding for ~15 min,Ext 21,6/25/15,6/26/15,7/2/15,NA,1,0
1,5,PAV,N,2,1,0,shoot,0.2662,0.0162,NA,NA,3,0.2097,0.0565,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples, re-do leaf area and leaf perimeter estimates",12,10/23/14,"TP, AK",51.5,extra incubation before heating,NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,5,PAV,N+P,1,1,1,shoot,0.3844,0.0137,1992.143,1424.126,2,0.3059,0.0785,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",15,10/29/14,"AK,TP",47.6,4 min incubation after Trizol transfer,NA,8/19/15,8/21/15,8/21/15,NA,1,0
1,5,PAV,N+P,2,1,1,shoot,0.1988,0.0116,1214.616,928.916,3,0.1588,0.04,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",2,9/25/14,"AK, EB, TP",52.2,15 min isopropanol incubation,NA,7/8/15,7/9/15,7/13/15,NA,0,0
1,5,PAV,P,1,0,1,shoot,0.1012,0.0088,1501.926,1158.764,2,0.0807,0.0205,NA,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",1,9/22/14-9/24/14,"AK, EB, TP",14.8,"Air dry 7 min, sit 5 min, frozen after chloroform transfer","used all tissue, pellet stuck to fiber in EtOH, removed during dissolving step, used white label screw cap tube",4/22/16,4/30/16,4/30/16,NA,0,0
1,5,PAV,P,2,0,1,shoot,0.2781,0.0113,1993.137,1430.634,3,0.2222,0.0559,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",22,1/11/15,AK,51.5,samples went in fridge after grinding for ~15 min,Ext 21,7/8/15,7/13/15,7/13/15,NA,1,0
1,5,RPV,low,1,0,0,shoot,0.0967,0.0086,698.476,740.991,2,0.0741,0.0226,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",17,11/4/14,"AK, TP",46.3,NA,NA,NA,NA,NA,NA,NA,NA
1,5,RPV,low,2,0,0,shoot,0.1663,0.0139,1242.225,946.854,3,0.1316,0.0347,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",5,10/16/14,"AK, TP, KR",20.4,2.0 ml tubes for final set,used all tissue,NA,NA,NA,NA,NA,NA
1,5,RPV,N,1,1,0,shoot,0.2207,0.0096,1565.656,1230.889,3,0.1778,0.0429,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",15,10/29/14,"AK,TP",48.5,4 min incubation after Trizol transfer,NA,4/8/16,4/9/16,4/9/16,NA,0,1
1,5,RPV,N,2,1,0,shoot,0.3211,0.0219,1990.548,1544.658,3,0.2561,0.065,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",5,10/16/14,"AK, TP, KR",47.2,2.0 ml tubes for final set,used all tissue,4/8/16,4/9/16,4/9/16,NA,0,1
1,5,RPV,N+P,1,1,1,shoot,0.2529,0.0116,1607.799,1218.691,3,0.2036,0.0493,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, leaf broken during watering, all Co's and N PAV's roots weighed on a different scale than rest of samples, less than 5 aphids for transmission to N and P",22,1/11/15,AK,25,samples went in fridge after grinding for ~15 min,"ext 19, ext 21, UAT",4/8/16,4/9/16,4/9/16,"extracted in group 19, 48.7 g mass used",0,1
1,5,RPV,N+P,2,1,1,shoot,0.0516,0.0055,288.92,400.48,1,0.0409,0.0107,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, leaf broken when IAP stopped, all Co's and N PAV's roots weighed on a different scale than rest of samples",14,10/28/14,"AK, EB",34.5,frozen after chlororophyll transfer,used all tissue,4/22/16,4/30/16,4/30/16,NA,0.5,0.5
1,5,RPV,P,1,0,1,shoot,0.1616,0.0163,1046.058,931.255,3,0.1283,0.0333,1,1,1,1,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",14,10/28/14,"AK, EB",48.8,frozen after chlororophyll transfer,NA,NA,NA,NA,NA,NA,NA
1,5,RPV,P,2,0,1,shoot,0.2384,0.0122,1473.886,1172.608,3,0.1902,0.0482,0,0,0,0,"Half of the aphid mass was put in freezer because there weren't enough aphids. An ""AdditionalMassToSave"" column was added (see full data). The MassSaved column here may be an underestimate, all Co's and N PAV's roots weighed on a different scale than rest of samples",17,11/4/14,"AK, TP",46.8,NA,NA,4/8/16,4/9/16,4/9/16,NA,0,0
1,6,coinfection,low,1,0,0,shoot,0.1947,0.0182,1133.031,923.852,3,0.1544,0.0403,1,1,1,1,NA,20,11/10/14,"AK, EB, TP",52.3,"frozen after chloroform transfer, frozen after ethanol addition",NA,NA,NA,NA,NA,NA,NA
1,6,coinfection,low,2,0,0,shoot,0.2055,0.0195,1348.436,1033.043,2,0.1646,0.0409,0,0,0,0,NA,22,1/11/15,AK,34.1,samples went in fridge after grinding for ~15 min,"ext 19, ext 21, UAT",NA,NA,NA,"extracted in group 19, 48.7 g mass used",NA,NA
1,6,coinfection,N,1,1,0,shoot,0.2521,0.0287,1613.971,1190.478,3,0.2027,0.0494,1,1,1,1,NA,20,11/10/14,"AK, EB, TP",49.5,"frozen after chloroform transfer, frozen after ethanol addition",NA,NA,NA,NA,NA,NA,NA
1,6,coinfection,N,2,1,0,shoot,0.091,0.0195,743.513,692.345,1,0.0732,0.0178,0,0,0,0,NA,2,9/25/14,"AK, EB, TP",51.3,15 min isopropanol incubation,NA,NA,NA,NA,NA,NA,NA
1,6,coinfection,N+P,1,1,1,shoot,0.2624,0.018,1433.619,1176.596,3,0.2096,0.0528,1,1,1,1,NA,5,10/16/14,"AK, TP, KR",50.1,2.0 ml tubes for final set,NA,NA,NA,NA,NA,NA,NA
1,6,coinfection,N+P,2,1,1,shoot,0.1953,0.0143,1094.93,863.769,2,0.1564,0.0389,0,0,1,0,4 aphids for transmission to NP,1,9/22/14-9/24/14,"AK, EB, TP",50.1,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",used white label screw cap tube,NA,NA,NA,NA,NA,NA
1,6,coinfection,P,1,0,1,shoot,0.1583,0.0158,1093.582,907.534,2,0.1269,0.0314,1,1,1,1,NA,22,1/11/15,AK,43.7,samples went in fridge after grinding for ~15 min,"Ext 21, UAT",NA,NA,NA,NA,NA,NA
1,6,coinfection,P,2,0,1,shoot,0.0741,0.0062,613.284,652.023,2,0.0601,0.014,0,1,0,0,4 aphids for transmission to P,15,10/29/14,"AK,TP",49.1,4 min incubation after Trizol transfer,used all tissue,NA,NA,NA,NA,NA,NA
1,6,healthy,low,1,0,0,shoot,0.394,0.0236,2151.334,1332.344,3,0.394,0,NA,NA,NA,NA,NA,20,11/10/14,"AK, EB, TP",52.7,"frozen after chloroform transfer, frozen after ethanol addition",NA,2/24/15,3/4/15,3/4/15,NA,0.5,0
1,6,healthy,low,2,0,0,shoot,0.3321,0.0387,1796.446,1215.928,2,0.3321,0,NA,NA,NA,NA,NA,4,10/15/14,AK,50.9,2.0 ml tubes for final set,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,6,healthy,N,1,1,0,shoot,0.5236,0.0388,2759.14,1709.849,3,0.5236,0,NA,NA,NA,NA,NA,14,10/28/14,"AK, EB",50.6,frozen after chlororophyll transfer,NA,3/3/15,3/5/15,3/10/15,NA,0,0
1,6,healthy,N,2,1,0,shoot,0.3754,0.0324,2081.253,1461.576,3,0.3754,0,NA,NA,NA,NA,watered with control in addiiton to treatment once,7,10/18/14,AK,49.6,NA,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,6,healthy,N+P,1,1,1,shoot,0.4708,0.0479,2323.079,1733.03,3,0.4708,0,NA,NA,NA,NA,NA,15,10/29/14,"AK,TP",47.7,4 min incubation after Trizol transfer,NA,3/3/15,3/5/15,3/10/15,NA,0.5,0
1,6,healthy,N+P,2,1,1,shoot,0.7855,0.029,3531.806,2151.962,4,0.7855,0,NA,NA,NA,NA,NA,1,9/22/14-9/24/14,"AK, EB, TP",50.5,"Air dry 7 min, sit 5 min, frozen after chloroform transfer",used white label screw cap tube,3/4/16,3/5/16,3/5/16,NA,0,0
1,6,healthy,P,1,0,1,shoot,0.5668,0.0462,2834.745,1812.518,3,0.5668,0,NA,NA,NA,NA,NA,7,10/18/14,AK,48.6,NA,NA,3/24/15,4/21/15,4/21/15,NA,0,0
1,6,healthy,P,2,0,1,shoot,0.3982,0.0404,1951.875,1461.226,3,0.3982,0,NA,NA,NA,NA,NA,15,10/29/14,"AK,TP",54.7,4 min incubation after Trizol transfer,NA,3/3/15,3/5/15,3/10/15,NA,0.5,0.5
1,6,PAV,low,1,0,0,shoot,0.2859,0.028,1441.097,1343.896,3,0.2288,0.0571,1,1,1,1,NA,4,10/15/14,AK,48.1,2.0 ml tubes for final set,NA,7/8/15,7/9/15,7/13/15,NA,0,0
1,6,PAV,low,2,0,0,shoot,0.2463,0.038,1415.534,1170.04,3,0.1979,0.0484,0,0,0,0,NA,11,10/22/14,"AK, EB",48.2,NA,NA,6/25/15,6/26/15,7/2/15,NA,0,0
1,6,PAV,N,1,1,0,shoot,0.3686,0.0077,1680.799,1275.945,3,0.2947,0.0739,1,1,1,1,NA,18,11/5/14,"AK, EB",50.2,NA,NA,7/8/15,7/9/15,7/13/15,NA,0,0
1,6,PAV,N,2,1,0,shoot,0.184,0.0107,965.022,898.805,3,0.1475,0.0365,0,0,0,0,NA,3,10/1/14,"AK,EB,TP",48.9,Frozen after chloroform transfer,NA,8/19/15,8/21/15,8/21/15,NA,0,0
1,6,PAV,N+P,1,1,1,shoot,0.388,0.0296,2179.416,1410.835,3,0.3089,0.0791,1,1,1,1,NA,10,10/21/14,AK,50.8,extra incubation times (see notebook),NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,6,PAV,N+P,2,1,1,shoot,0.2017,0.0251,1034.384,787.27,2,0.1611,0.0406,0,0,0,0,NA,10,10/21/14,AK,49.3,extra incubation times (see notebook),NA,7/8/15,7/9/15,7/13/15,NA,1,0
1,6,PAV,P,1,0,1,shoot,0.2158,0.0112,1146.027,994.229,3,0.1722,0.0436,1,1,1,1,2 adults and 3 babies for transmission to N,10,10/21/14,AK,49.4,extra incubation times (see notebook),NA,7/8/15,7/13/15,7/13/15,NA,1,0
1,6,PAV,P,2,0,1,shoot,0.1274,0.0211,882.505,800.574,2,0.1015,0.0259,0,0,0,0,NA,18,11/5/14,"AK, EB",47.5,NA,NA,6/25/15,6/26/15,7/2/15,NA,1,0
1,6,RPV,low,1,0,0,shoot,0.1901,0.0188,1004.273,979.006,3,0.1518,0.0383,1,1,1,1,NA,13,10/24/14,AK,47.3,frozen after chloroform transfer,NA,NA,NA,NA,NA,NA,NA
1,6,RPV,low,2,0,0,shoot,0.1294,0.0153,847.55,819.218,3,0.1043,0.0251,0,0,0,1,4 aphids for transmission to L,11,10/22/14,"AK, EB",45.6,NA,NA,NA,NA,NA,NA,NA,NA
1,6,RPV,N,1,1,0,shoot,0.2938,0.0134,1872.059,1250.599,3,0.234,0.0598,1,1,1,1,NA,8,10/19/14,AK,50.9,NA,NA,2/1/16,2/1/16,2/1/16,NA,0,0
1,6,RPV,N,2,1,0,shoot,0.1788,0.0144,1077.273,948.886,3,0.1446,0.0342,0,0,0,0,NA,8,10/19/14,AK,50.7,NA,NA,4/22/16,4/30/16,4/30/16,NA,0,1
1,6,RPV,N+P,1,1,1,shoot,0.2706,0.0253,1589.097,1115.985,2,0.2171,0.0535,1,1,1,1,NA,17,11/4/14,"AK, TP",49.7,NA,NA,4/8/16,4/9/16,4/9/16,NA,0,1
